Ina;86
Keefe;55
Michelle;60
Leonard;60
Adria;104
Ebony;63
Candace;75
Beverly;45
Marah;32
Erasmus;33
Sierra;78
Octavius;81
Wynne;26
Rebecca;1
Henry;101
Ocean;114
Cassandra;0
Sydnee;80
Rae;109
Harrison;83
Alfonso;112
Melanie;6
Melyssa;92
Solomon;0
Harper;68
Kennan;84
Hadassah;90
Nyssa;41
Sade;50
Quinn;33
Wesley;82
Ingrid;73
Raymond;7
Jane;85
Linda;97
Glenna;45
Owen;37
Ingrid;65
Bertha;17
Madeline;24
Knox;102
Yvonne;58
Sydney;74
Callum;0
Faith;41
Yardley;84
Heather;75
Yardley;84
Suki;28
Cheyenne;72
Arden;110
Leroy;82
Tasha;44
Lana;65
Pascale;104
Cade;94
Idona;70
Mufutau;87
Jamalia;69
Dahlia;22
Ciaran;91
Daphne;107
Oliver;119
Harlan;108
Abraham;56
Leslie;38
Charissa;26
Kevyn;115
Graham;79
Quynn;92
Aileen;2
Kamal;98
Jocelyn;58
